"Series.Name","Series.Code","Country.Name","Country.Code","Region","Year","Value"
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Finland","FIN","European Region",2021,84.62624654
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","France","FRA","European Region",2021,104.5787576
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Gabon","GAB","African Region",2021,110.7037981
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Gambia, The","GMB","African Region",2021,17.48170748
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Georgia","GEO","European Region",2021,11.92854695
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Germany","DEU","European Region",2021,141.5991405
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Ghana","GHA","African Region",2021,45.54283405
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Greece","GRC","European Region",2021,19.8823576
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Guinea","GIN","African Region",2021,14.99909926
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Guinea-Bissau","GNB","African Region",2021,8.576816566
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Guyana","GUY","Region of the Americas",2021,6.046544772
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Haiti","HTI","Region of the Americas",2021,10.14079289
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Hungary","HUN","European Region",2021,32.25418897
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Iceland","ISL","European Region",2021,70.01671149
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","India","IND","South-East Asia Region",2021,4.292429744
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Indonesia","IDN","South-East Asia Region",2021,4.786799593
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Iran, Islamic Rep.","IRN","Eastern Mediterranean Region",2021,5.068034873
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Iraq","IRQ","Eastern Mediterranean Region",2021,4.246337957
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Ireland","IRL","European Region",2021,299.8378928
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Israel","ISR","European Region",2021,250.5865536
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Italy","ITA","European Region",2021,56.71249887
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Jamaica","JAM","Region of the Americas",2021,10.49970631
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Japan","JPN","Western Pacific Region",2021,57.23234241
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Jordan","JOR","Eastern Mediterranean Region",2021,46.31996144
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Kazakhstan","KAZ","European Region",2021,8.732150725
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Kenya","KEN","African Region",2021,22.42406168
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Korea, Rep.","KOR","Western Pacific Region",2021,58.10676823
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Kuwait","KWT","Eastern Mediterranean Region",2021,149.2408261
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Kyrgyz Republic","KGZ","European Region",2021,1.00679717
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Latvia","LVA","European Region",2021,167.1278191
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Lebanon","LBN","Eastern Mediterranean Region",2021,18.85029831
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Lesotho","LSO","African Region",2021,49.32130012
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Liberia","LBR","African Region",2021,22.41891806
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Libya","LBY","Eastern Mediterranean Region",2021,9.646694324
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Lithuania","LTU","European Region",2021,205.0032998
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Luxembourg","LUX","European Region",2021,1478.65347
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Madagascar","MDG","African Region",2021,0.962139053
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Malawi","MWI","African Region",2021,8.421517497
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Malaysia","MYS","Western Pacific Region",2021,53.09895696
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Maldives","MDV","South-East Asia Region",2021,1078.293406
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Mali","MLI","African Region",2021,3.145770247
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Malta","MLT","European Region",2021,412.1474783
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Mauritania","MRT","African Region",2021,5.339327899
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Mauritius","MUS","African Region",2021,20.29304688
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Mexico","MEX","Region of the Americas",2021,13.80601746
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Moldova","MDA","European Region",2021,11.31652229
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Monaco","MCO","European Region",2021,1500.047031
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Mongolia","MNG","Western Pacific Region",2021,29.73606343
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Morocco","MAR","Eastern Mediterranean Region",2021,11.74081444
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Mozambique","MOZ","African Region",2021,12.66193529
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Myanmar","MMR","South-East Asia Region",2021,1.826634868
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Namibia","NAM","African Region",2021,37.98384868
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Nepal","NPL","South-East Asia Region",2021,3.29845024
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Netherlands","NLD","European Region",2021,109.8398894
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","New Zealand","NZL","Western Pacific Region",2021,21.33847034
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Nicaragua","NIC","Region of the Americas",2021,11.14975166
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Niger","NER","African Region",2021,4.963042995
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Nigeria","NGA","African Region",2021,41.57125684
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","North Macedonia","MKD","European Region",2021,7.101807794
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Norway","NOR","European Region",2021,159.2573838
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Oman","OMN","Eastern Mediterranean Region",2021,50.3786904
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Pakistan","PAK","Eastern Mediterranean Region",2021,1.445829817
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Papua New Guinea","PNG","Western Pacific Region",2021,60.73549679
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Paraguay","PRY","Region of the Americas",2021,17.39081239
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Poland","POL","European Region",2021,65.32181213
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Portugal","PRT","European Region",2021,35.07351325
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Puerto Rico","PRI","Region of the Americas",2021,105.9602616
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Qatar","QAT","Eastern Mediterranean Region",2021,656.1713123
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Romania","ROU","European Region",2021,28.2258931
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","Russian Federation","RUS","European Region",2021,23.181812
